index,id_news,title,label
43,47153518,Alcaldesas y alcaldes se reúnen con ministra Izkia Siches para proponer lineamientos de seguridad,NEU
44,47153530,"Mes del Libro en Valparaíso trae cuentacuentos con María Izquierdo, poesía en lancha y puntos lectores",NEU
45,47153575,Rector UV por acogida de académicos de Ucrania: “Se trata de un esfuerzo humanitario para disminuir el dolor de muchas familias afectadas por la guerra”,NEU
46,47153604,Diputada Camila Rojas refuerza trabajo para período de su pre y posnatal con equipo distrital,NEU
47,47153605,Presidenta de Comisión Pesca de la Cámara visita a trabajadores pesqueros en su sede sindical para dialogar sobre problemáticas y propuestas,NEU
48,47163377,Escuela formativa desarrolla el Atletismo en Illapel,NEU
49,47163380,Una mujer víctima de violencia intrafamiliar se podría demorar hasta 5 años en denunciar,NEU
50,47163543,La Serena conmemora Día de la Visibilidad Trans,NEU
51,47163574,Condenan a 5 años y un día de presidio efectivo a autor de tráfico de drogas en Los Vilos,POS
52,47174459,"En Llay Llay decomisan armas, municiones y droga",POS
53,47174461,Suspenden clases de educación física en colegios de Quintero y Puchuncaví por falla en fundición Codelco Ventanas,NEU
54,47174505,"Exministro de la Corte de Apelaciones de Valparaíso, Julio Miranda, falleció a los 78 años",NEU
55,47174508,Locatarios viñamarinos visibilizan sus requerimientos en la previa de anuncios para la reactivación económica en La Moneda,NEU
56,47174872,Cambio de hora en Chile: hoy se ajusta al horario de invierno,NEU
57,47246103,Funeral narco terminó con apuñalado y desmanes en SAPU de Reñaca,NEG
58,47528497,Analizan creación de un comité de agua potable rural en la isla Chaullín,NEU
59,47527282,Bolsonaro elimina techo del gasto fiscal y provoca un desplome bursátil,NEU
60,22328828,"Castillo fuerza la renuncia de su primer ministro ""en favor de la gobernabilidad""",NEU
61,22520712,Rechazo a tallado en milenario alerce del Parque Nacional Pumalín Douglas Tompkins,NEU
62,47526342,Deportista logra podios en fechas del Nacional de Bicicross,NEU
63,47527308,Oficialismo arremete contra Provoste y pide que retire el proyecto de indulto,NEU
64,47528801,Darán curso de formación laboral y computación gratis a jóvenes,POS
65,22328050,Moreira pide urgencia para proyecto de ley que aumenta sanciones contra quienes participen en carreras clandestinas,NEU
66,22332336,Superintendencia rechaza programa de cumplimiento del municipio por Puntra,NEU
67,47527210,Autores africanos y caribeños dominan las apuestas al Nobel,NEU
68,47526705,"Sichel llama a no conmemorar el 18 de octubre: ""Es un día trágico""",NEU
69,21938743,"Sebastián Sichel: “Si se aprueba el cuarto retiro, lo voy a volver a retirar y poner en APV”",NEU
70,22396063,Saltos en el Chirre: una experiencia para valientes a 100 metros de altura,NEU
71,22329519,UEFA mantendrá rechazo a que se realice el Mundial cada dos años,NEU
72,21382869,Semana de la Pyme,NEU
73,22333114,Contraloría hizo reparos al proyecto de plan regulador de Puerto Varas,NEU
74,22520885,Los Fueros del Presidente y de los Parlamentarios,NEU
75,21379859,Récord con 172 comunas: 45% de la población en Chile está bajo decretos de escasez hídrica,NEG
76,22396197,"Presidente de la FIFA: ""Chile puede albergar un Mundial y debe tener esa ambición""",NEU
77,21379883,CORE del oficialismo califico como “El peor Seremi que tenemos en este Gobierno” al SEREMI de Transporte y Telecomunicaciones Los Lagos,NEU
78,21912253,Tribunal rechaza sobreseer a ex director de Directemar por vertimiento de salmones muertos en Chiloé en 2016,NEU
79,47529630,Mecánico fallece tras chocar su vehículo con otro automóvil,NEU
80,47526070,"Pandora Papers: Fiscalía abre causa contra Piñera y jefe de Estado dice que acusaciones son ""injustas"" y ""dolorosas""",NEU
81,21382547,Inauguraron plaza de las esculturas en Purranque,POS
82,22596278,Rotura de una matriz inunda la cancha de La Bombonera,NEG
83,47527590,Hallazgo en el río Damas: encuentran cuerpo de joven que se extravió hace 6 días,POS
84,22596284,Destacan el trabajo de los maestros rionegrinos,NEU
85,22333616,Cáncer de mama: los avances en diagnóstico y cirugía que benefician a las pacientes,NEU
86,21444062,Tasa de interés anota otro salto histórico: ¿Cómo afectará mi presupuesto?,NEU
87,47528902,Fiscalía pide prisión preventiva para exjefe de la PDI,NEU
88,21887909,Carabineros detiene a 5 personas por millonario  robo a camión de transporte,POS
89,21887495,Taller con 22 autos y una moto completamente destruido por incendio en Puerto Montt,NEG
90,21887534,Municipio de Puerto Montt despliega más de 60 “Ferias Callejeras Territoriales” en víspera de Navidad,NEU
91,21909993,Prisión preventiva para hombre de 27 años de edad por llevar más de 15 kilos de drogas en un bus,POS
92,21910353,Nuevos Cores electos se reunieron con gobernador regional de Los Lagos,NEU
93,21910354,Seremi de Salud de Los Lagos llama a voluntarios desplegados en Castro a mantener medidas de autocuidado,NEU
94,21910404,La PDI detiene a un hombre por microtráfico en la comuna de Fresia,POS
95,21910468,Entrenador valoró resultados de atletas osorninas en Juegos de la Araucanía ante dificultades para entrenar,NEU
96,21910768,Voraz incendio afecta a los tradicionales palafitos de Castro,NEG
97,21910906,"Despiden en un solo día a medio centenar de funcionarios municipales de Quemchi, pese a promesa de alcalde socialista de respetar empleos",NEG
98,21829714,PDI desarticula banda dedicada al tráfico en Osorno e incauta más de 800 dosis de droga,POS
99,21829717,Comenzó la PDT con prueba de Comprensión Lectora: cerca de 1.600 osorninos asistieron hoy,NEU
100,21829723,Concejo Municipal aprueba fondos para el transporte de pacientes dializados en Osorno,POS
101,21829724,Operativo policial termina con una mujer detenida y con el decomiso de 3.490 dosis de cocaína en Osorno,POS
102,21887954,Repartidor de cigarrillos sufre violento asalto en población Chile Barrios de Puerto Montt,NEG
103,21887964,Senador Quinteros emplaza a MINSAL a cumplir compromisos con el centro oncológico de Fundación López Pérez,NEU
104,21910617,Cinco heridos deja choque ocurrido esta madrugada en Castro,NEG
105,21910766,Brisexme de la PDI detuvo en Ancud a sujeto acusado del delito de violación,POS
106,21910885,"Tres bomberos quemados, veinte damnificados y seis palafitos destruidos deja incendio en Castro",NEG
107,21936126,Camioneros ante propuesta de Boric: Nos quieren reemplazar por Ferrocarriles del Estado,NEU
108,21936338,Diputados UDI mandaron carta a medio británico para cuestionar nominación de Loncon como mujer influyente,NEU
109,21936343,Ya puedes conocer tu local de rendición de la Prueba de Transición para ingresar a la universidad: PDT se inicia este este lunes,NEU
110,21935901,"Seremi de Salud multó a Boric con $ 3,7 millones por incumplir medidas sanitarias en lanzamiento de campaña",NEU
111,21935917,Vocerías dan por zanjado tema de actitudes machistas de Boric tras pronunciamiento de la afectada,NEU
112,21472824,Choque entre tractor y camioneta dejó 3 heridos en Puerto Octay,NEG
113,21475358,Completamente gratis: Estudiantes de Enfermería continuarán ofreciendo atenciones gratuitas en Osorno,POS
114,21475035,4 consejos para escoger tus próximas zapatillas Adidas,NEU
115,21475064,San Juan de la Costa: hombre amenazó a su madre de 62 años con un cuchillo,NEG
116,21475110,Lanzan campaña de prevención de quemaduras,POS
117,21427137,Autoridades entregan resultados regionales de los bonos Variable IVA y Pago de Cotizaciones,NEU
118,218873590,Cámara de Comercio Puerto Montt responde a alcalde enfatizando es su rol técnico y no político,NEU
119,219097050,Dos casas destruidas y varios damnificados deja voraz incendio en Ancud,NEG
120,219097530,42 contagios de covid-19 se reportaron este martes en la región de Los Lagos,NEU
121,219097590,"Pesar por fallecimiento del Rector creador de UACh Sede Puerto Montt, Dr. Juan Jorge Ebert Kroneberg",NEU
122,219097750,Desconocidos dañaron bolos de forraje de agricultor en Río Bueno,NEG
123,219097810,Defienden decisión de no otorgar terrenos de ex Hospital de Puerto Montt para centro oncológico,NEU
124,219097820,97 nuevos contagios de coivd-19 se reportaron este domingo en la región de Los Lagos,NEU
125,219097850,Investigan homicidio de hombre en La Unión: Hay un detenido como presunto autor,POS
126,219098100,Senador Quinteros defiende construcción de centro oncológico regional en Puerto Montt,NEU
127,219098230,146 contagios de covid-19 se reportaron este sábado en la región de Los Lagos,NEU
128,219098240,134 contagios y 1 fallecido dejó el covid-19 este viernes en la región de Los Lagos,NEU
129,219098500,44 traslados se han realizado en la región de Los Lagos por ocupación covid en las últimas semanas,NEU
130,219099170,164 contagios y 10 fallecidos por covid-19 se reportaron este jueves en la región de Los Lagos,NEU
131,218290550,Movilh Los Lagos pidió generar ordenanza municipal que sancione casos de transfobia en funcionarios de Osorno,NEU
132,218290770,Hombre muere tras dispararse accidentalmente en la cabeza en Osorno,NEG
133,218290250,Municipio reconoció a voluntarios de bomberos por 30 años de servicio a la comunidad,POS
134,218290520,Conaf llama a la precaución: Este 2021 van 14 focos de incendio forestal en Osorno,NEU
135,218291580,Este sábado 25 de diciembre no habrá retiro de basura domiciliaria en Osorno,NEU
136,218291590,Iniciarán sumario sanitario a Municipalidad de Osorno por Boulevard de Ramírez,NEU
137,218291600,"Feria Navideña Chacarillas, la alternativa para comprar regalos y apoyar el comercio vecinal",POS
138,218291610,Cámara de Comercio de Osorno critica la instalación del Boulevard Navideño ante el alza de vendedores ambulantes,NEU
139,218290010,Posibles focos de incendios forestales colindantes a viviendas preocupan a vecinos de Francke,NEU
140,218290020,"En Osorno inauguran sendero autoguiado “Pilauco, una ventana al pasado”",POS
141,218290030,Inician construcción de red de agua potable y alcantarillado en población Moyano,POS
142,218290040,Presentan recurso de protección en contra de inmobiliaria para proteger humedal de Osorno,NEU
143,218869120,Municipio de Puerto Montt facilita escuelas como albergue y camiones aljibe por incendio forestal,POS
144,218869140,Carabineros detiene a cuatro sujetos por robo frustrado a empresa en Puerto Montt,POS
145,218869520,Fundación Puerto Montt Adelante realizó donación de juguetes a niños de Isla Tenglo,POS
146,218873620,Alcalde de Puerto Montt acusa que Cámara de Comercio es parte del problema del comercio ambulante,NEU
147,218873640,Puerto Montt: Intenso trabajo para controlar incendios forestales. Hay alerta amarilla,NEU
148,21920568,Covid-19: Reportan 315 casos y dos fallecidos en la región de Los Lagos,NEU
149,21920602,"Bibliotecas de Puerto Varas, Río Puelo, Fresia y Queilen reciben fondos para atención segura en pandemia",POS
150,21920612,Deslindan responsabilidad a la Dirección de Obras Hidraúlicas por problemas en agua potable de Carelmapu,NEU
151,21920625,Región de Los Lagos registra mortalidad masiva de salmones por bloom de algas en dos centros de cultivo,NEG
152,21920653,Seremi de Bienes Nacionales desmintió dichos del alcalde de Palena en torno a licitación,NEU
153,21920685,Escuela Grupo Escolar de Puerto Varas desmiente muerte de alumno por síndrome PIMS,NEU
154,21920688,"Dos ataques se registraron en Freire: Maquinaria, bodegas quemadas y dos personas heridas",NEG
155,21920699,Comandante en Jefe del Ejército inspecciona obras del Cuerpo Militar del Trabajo en Futaleufú,NEU
156,21920700,El SAG monitorea sanidad del ganado en Cochamó en predios limítrofes con Argentina,POS
157,21920743,Sorprenden extracción ilegal de recursos en reserva marina de Chiloé,POS
158,21920749,Bienes Nacionales desiste licitar a privados histórico balneario de Palena,POS
159,21920755,Sernapesca confirmó que la región de Los Lagos se encuentra libre de Marea Roja,POS
160,21920965,La región de Los Lagos bordea las 700 muertes producto del Covid-19,NEU
161,21848706,Director del Servicio de Salud Osorno dio positivo a Covid-19,NEU
162,21848709,Nuva directiva del Colegio Médico Osorno anhela la construcción de un Hospital Universitario para Rahue,NEU
163,21848712,PDI indaga agresión a mujer de 35 años en Osorno,NEU
164,21848727,Siete establecimientos municipales de Osorno serán remozados durante el primer semestre,POS
165,21848736,En Osorno y Puyehue se entregan dispositivos tecnológicos para las clases remotas,POS
166,21848701,Vecinos denuncian nulos avances en el proceso de asfalto en camino a Tacamó,NEG
167,21848705,Ricardo Lunari es la primera opción para dirigir a Provincial Osorno este 2021,NEU
168,21848714,Carabineros detuvo a responsables de robo en jardín infantil de Osorno,POS
169,21848725,Carabineros de Osorno frustró robo en tienda Easy y detuvo a cuatro sujetos,POS
170,21890325,Un 50% de los permisos de circulación 2021 tramitados ante el Municipio de Puerto Montt se ha renovado online,NEU
171,21890328,Plaza Villa Esperanza de Puerto Montt es una de las 5 ganadoras del concurso “Refresca Tu Barrio”,POS
172,21890349,Declaran culpable a madre por parricidio de su hijo de 2 años ocurrido en Puerto Montt,POS
173,21890351,Feria municipal Bosquemar permitirá atender a más de mil personas en Puerto Montt,POS
174,21920481,Investigan ataque incendiario en La Unión,NEU
175,21920550,262 nuevos casos de Covid y diez fallecimientos se registraron este lunes en la región,NEU
176,21920596,Gobernador provincial de Osorno aseguró que el foco de su gestión ha sido la pandemia a un año de asumir el cargo.,NEU
177,21920628,A horas de abrir sus locales gremio gastronómico asegura que autoridades no han estado a la altura,NEG
178,21920629,Seremi del Medio Ambiente desarrolla jornada de monitoreo en el Lago Llanquihue,POS
179,47317396,Consejeros destacan la entrega de 11 vehículos para Carabineros de la provincia de Osorno.,POS
180,47317540,Gobierno Regional y Consejo Regional invitan a organizaciones sociales a postular al fondo FNDR 7%,POS
181,47325581,Ministro Carlos Montes entrega detalles de la postulación a Subsidio para Clase Media 2022,NEU
182,47325585,DP Claudia Pailalef: “Puertas estan abiertas al diálogo y al trabajo con la comunidad”,NEU
183,47330793,Estudiantes de Escuela Carlos Condell dejan mensajes motivacionales en puentes de Osorno,POS
184,47330864,Detienen a sujeto implicado en robo a colegio de Osorno,POS
185,47331107,Corte rechaza recurso de protección en contra de inmobiliaria por humedal urbano en Osorno,NEG
186,47330935,Decomisan droga en Osorno que iba con destino a Puerto Montt: se detuvo a tres personas en dos controles,POS
187,47330954,PDI detiene a hombre de 80 años por homicidio frustrado en Osorno,POS
188,47333314,ALCALDE CARRILLO INVITA A LA COMUNIDAD A ASISTIR ESTE DOMINGO 27 A DESFILE ANIVERSARIO DE OSORNO Y EL LUNES 28 A CUENTA PÚBLICA GESTIÓN 2021,NEU
189,47333424,En el Día contra la Tuberculosis refuerzan la importancia de su pesquisa oportuna,POS
190,47333425,CONSEJO REGIONAL APROBÓ MILLONARIOS RECURSOS PARA COMITÉ DE AGUA POTABLE RURAL DE LAS LUMAS DE OSORNO.,POS
191,47317440,GRANDES NOTICIAS PARA NUESTROS VECINOS!!- REANUDACIÓN TRABAJOS RUTA CRUCERO/ENTRE LAGOS.,POS
192,47317471,Alcalde de Castro planteó problemáticas de la provincia de Chiloé a la delegada regional.,NEU
193,47317276,Incautan más de 5 toneladas de recursos del mar,POS
194,47317593,Inauguran Centro Diurno Adulto Mayor y Centro de Cultura y Exposición Comunitaria en Puerto Octay.,POS
195,47317597,DIPUTADO HÉCTOR BARRÍA PIDE AL GOBIERNO AUMENTAR MONTO DE BECA JUNAEB DE $32 MIL QUE HACE 10 AÑOS NO SE INCREMENTA.,NEU
196,47317632,IIIª BRIGADA AÉREA CELEBRÓ 92° ANIVERSARIO DELA FACH CON CEREMONIA MILITAR EN PUERTOMONTT,NEU
197,47331073,Delegada Pailalef se reunió con los cores de la provincia para escuchar inquietudes,POS
198,47331075,Poco más del 7% de población objetivo se ha vacunado contra la Influenza en Osorno,NEU
199,47330926,Municipio de Osorno compromete retomar la recolección de residuos en sectores rurales ante la suspensión del servicio,POS
200,47331469,Suben licitación que sellará nuevo contrato con empresa recolectora de basura: Incluirá a zonas rurales de Osorno,NEU
201,47333334,INAUGURAN AÑO ESCOLAR 2022 EN PUYEHUE.,NEU
202,47333339,CONSEJERO CASANOVA PROPONE ENTREGAR HOSPITAL DE CAMPAÑA QUE ACTUALMENTE ESTÁ SIN USO PARA EL USO DE LA ATENCIÓN PRIMARIA DE OSORNO.,NEU
203,47333340,COMITÉS DE ALLEGADOS VALORA PARTICIPACIÓN DE DIPUTADA NUYADO EN COMISIÓNDE VIVIENDA,NEU
204,47333423,PATIO LIMPIO EN PUYEHUE: MUNICIPIO REALIZARÁ JORNADA DE RECOLECCIÓN DE DESECHOS Y ESCOMBROS ESTE VIERNES.,POS
205,47334214,MUNICIPIO DE PURRANQUE DISPONE NUEVO CENTRO Y HORARIOS PARA PAGO DEL PERMISO DECIRCULACIÓN,POS
206,22598202,Día Mundial del Agua: El monitoreo diario al Lago Llanquihue,NEU
207,22598203,Tras suma urgencia: Álvaro Elizalde confirma que Senado votará proyecto de indulto en abril,NEU
208,22395603,Afganistán: reportan que hay niños y niñas que han muerto por hambruna,NEU
209,21832891,Este jueves se lanzará el Observatorio del Deporte liderado por Colodep Osorno,POS
210,22333060,Denuncian peleas y disparos en el barrio El Esfuerzo de Mirasol,NEG
211,22332699,Puqueldón avanza a apertura en el fin del Estado de Excepción,POS
212,21473190,La salud: Un derecho fundamental y armónico,NEU
213,21938830,Diputados interpelarán al ministro Rodrigo Delgado por crisis migratoria en el norte,NEU
214,21888141,Pese a movilizaciones Hospital de Puerto Montt resguarda atención de pacientes,NEU
215,22521089,Investigación busca mitigar efectos de las Floraciones Algales Nocivas,POS
216,22389608,"Castillo fuerza la renuncia de su primer ministro ""en favor de la gobernabilidad""",NEU
217,21473403,Mujer protagonizó robo junto a sus 2 hijas en Purranque: la víctima era su ex pareja,NEU
218,22332748,denuncia y ayuda,NEU
219,22332944,Búsqueda de Claudia Agüero sigue centrada en Uruguay,NEU
220,22329137,Con escasez de choferes el transporte público vivió fin de toque de queda,NEG
221,21389070,¡No hay salud!,NEG
222,22332349,Chile apostará por inédita fórmula ofensiva con cuatro hombres,NEU
223,21381785,DIPUTADO FIDEL ESPINOZA VISITA A DIRECTOR DE DHARMA COLLEGE,NEU
224,22329144,Cuenta Pública: Defensoría destaca fallo a favor de personas en situación de calle,NEU
225,21912754,Duras críticas al Semana realizó la Unión Comunal de Adultos Mayores de Puerto Montt,NEU
226,21381544,Diputado Jürgensen pide investigar uso fraudulento de claves únicas,NEU
227,21469979,Cuenta RUT: ¿Cuál es el monto máximo que puedo gastar en el Cyber Monday 2021?,NEU
228,21426190,Se constituyó nuevo Comité para la Gestión del Riesgo de Desastres (COGRID),NEU
229,22390131,"Pensión de alimentos: Congreso despacha ley que les ""hará la vida imposible"" a los deudores",POS
230,22329158,Johnson: desabastecimiento puede llegar hasta la Navidad,NEG
231,22332890,Condenan a Sarkozy a un año de cárcel por financiamiento ilegal de campaña,POS
232,21384791,Bomberos advierte que Castro esta desprotegida ante incendios en altura,NEG
233,22329147,Experto advierte sobre un verano seco y llama a guardar forraje,NEG
234,22328265,3. insidious (amazon prime video),NEU
235,22515362,Crisis Hídrica: relevancia del problema en consejo asesor de INDAP,NEU
236,22328243,Providencia anuncia la creación de una defensoría de derechos de los adultos mayores,POS
237,22327787,Ronda preventiva suma más de 300 fiscalizaciones en Chiloé,POS
238,21855878,Concejo municipal aprobó $20 millones de pesos para desarrollo de programa Turismo Familiar 2020,POS
239,21855983,El Intendente de Los Lagos aseguró que en los próximos tres años se entregarán tres mil soluciones habitacionales,POS
240,21856214,"Familiares, comunidad y amigos en Osorno despiden Alejandro Kauak, ex alcalde en la ciudad",NEU
241,21856543,Comités de vivienda irrumpieron en la Municipalidad exigiendo respuestas ante demora de procesos habitacionales,NEG
242,21856547,"Escuela de verano, una alternativa para los niños en Osorno",POS
243,21855808,PSU en Osorno se desarrolló en total normalidad a pesar del llamado de manifestaciones,NEU
244,21855817,PSU 2020: Más de 3500 jóvenes darán la prueba este año en Osorno,NEU
245,21855819,Joven intentó sustraer facsímil de la PSU en medio de la prueba en Osorno,NEU
246,21855822,Mesa Social de Osorno hizo un llamado a votar en la Consulta Ciudadana a realizarse este domingo,NEU
247,21855832,CORE Osorno se refirió a informe de Contraloría sobre irregularidades en proyectos sociales,NEU
248,21855892,"Tomas de terrenos en Osorno han ido disminuyendo con el paso de las semanas, actualmente son 19",POS
249,21855990,13 recintos municipales estarán habilitados este domingo para votación de Consulta Ciudadana en Osorno,NEU
250,21856001,SISS reveló causas de contaminación en el Río Rahue por parte de Essal,NEU
251,21856431,Joven motorista muere esta madrugada tras accidente en Osorno,NEU
252,21856531,Balance bomberos Osorno: Cerca de mil 500 emergencias se atendieron durante el 2019,NEU
253,21892452,A 18 años de cárcel sentencian a hombre que violó a sus hijas en Puerto Montt,POS
254,21893697,Puerto Montt: Medidas cautelares para ocho imputados por boicot a la PSU,NEU
255,21893704,Carabineros detuvo a sospechoso de femicidio y parricidio frustrados en Puerto Montt,POS
256,21893728,Una persona lesionada deja incendio en local de ventas de estufas a pellet en Puerto Montt,NEG
257,21893737,PDI detuvo dos individuos por ataque incendiario a caseta de peaje en medio de las manifestaciones,POS
258,21893746,Cuatro detenidos y más de 3 kilos de cocaína base deja operativo antinarcóticos de la PDI de Puerto Montt,POS
259,21893749,Con la esperanza de ganar la liguilla y ascender a la Primera División debuta el nuevo DT de Deportes Puerto Montt este 11 de enero,NEU
260,21893755,Hombre murió ahogado en Maullín mientras disfrutaba de un paseo junto a su familia,NEU
261,21893757,Rescatan a hombre mientras se ahogaba en el sector playa de Isla Tenglo en Puerto Montt.,NEU
262,21893759,Comerciantes ambulantes del centro de Puerto Montt se mantendrán en el lugar pese a entrada en vigencia de la ordenanza municipal,NEU
263,21965972,Académico ULagos por cuestionamientos a la PSU: “El modelo ha ido escalando en complejidad”,NEU
264,21965973,SII: Ahora solo basta con liquidación de factura de Feria de Ganado,NEU
265,21965977,Juzgado de Garantía de Puerto Montt prohíbe a imputados por desórdenes públicos acercarse a sede de rendición de PSU,NEU
266,21965978,Error de documento municipal permite mantener el comercio ambulante en el centro de Puerto Montt,NEU
267,21965998,Demre: PSU de Lenguaje se aplicó en el 91% de los establecimientos dispuestos,NEU
268,22328774,Reino Unido tendrá otra semana de escasez de combustible y también faltan carniceros,NEG
269,21443698,En Puerto Montt: Proyecto de Innovación Social mejorará funcionamiento del Botiquín del Hogar de Cristo,POS
270,22520895,Alcalde Gárate informó a dirigentes del Fútbol Amateur de Puerto Varas estado del arte del proyecto de Estadio Ewaldo Klein,NEU
271,21455774,"Senador Moreira: “Si gana la izquierda, Chile se va ir a la mierda”",NEU
272,22389928,"""La comunidad puede estar tranquila porque no se volverá a repetir un corte como el de 2019""",NEU
273,22328232,Suicidio de asesino en serie aclara crímenes cometidos hace 35 años,NEU
274,21473554,¿Cómo se salvan vidas donando médula ósea?,NEU
275,21379755,Carro de rescate pesado más moderno del sur Chile ya está operativo para Osorno,NEU
276,21384706,Alcaldes de Chiloé buscan asegurar un plan de inversión especial para la provincia,NEU
277,22389937,Vallespín y Geisse: cómo han sido los más de dos meses en el poder,NEU
278,22333058,(Viene de la página anterior),NEU
279,21382563,Piden instalar cajero automático de BancoEstado en Curaco de Vélez,NEU
280,21426190,Se constituyó nuevo Comité para la Gestión del Riesgo de Desastres (COGRID),NEU
281,21938786,Boric concreta encuentro con Jadue tras señalarlo como eventual ministro del Interior,NEU
282,21378661,Candidata Presidencial Yasna Provoste llegó hasta Quellon.,NEU
283,22332327,Diputado presenta oficio para gestionar un cajero,NEU
284,21473262,Inauguran primera veterinaria pública de Osorno,POS
285,21444092,Escenario insostenible: Fedetur pide al gobierno no retrasar más reactivación del turismo receptivo y aplazar la Ley de Protección al Empleo,NEU
286,22515402,Asistentes de educación municipal en Osorno verán incrementadas sus remuneraciones,POS
287,21382595,Para encontrarse y conocerse: Poesía Vecina,NEU
288,21381134,Alcaldes de la Cuenca firmaron compromiso con Plan de Acción ZOIT Lago Llanquihue,NEU
289,22327787,Ronda preventiva suma más de 300 fiscalizaciones en Chiloé,POS
290,21381782,VIALIDAD Y GOBERNADOR REGIONAL COMPROMETEN IMPORTANTES AVANCES EN CONECTIVIDAD PARA PURRANQUE,POS
291,22332379,Zuckerberg pide perdón por la caída de Facebook,NEU
292,21384740,Sence lanzó cursos Despega Mipe en el mercado municipal de Puerto Montt,POS
293,21384511,Julio Sanzana: “Tenemos que fortalecer el turismo rural”,NEU
294,22390124,Centros de eventos aumentan sus reservas para fiestas y actividades,NEU
295,22395842,"Primera obra póstuma de Quino recurre a sus ""viejitos criticones""",NEU
296,21380428,Gobierno anuncia cambios en el Plan Fronteras Protegidas a partir del 1 de noviembre,NEU
297,22332920,Exministra Javiera Blanco queda con arraigo tras ser formalizada,NEU
